Order,Family,Species,Scientific_Name,massM,SDmassM,massF,SDmassF,lengthM,SDlengthM,lengthF,SDlengthF,n_M,n_F,n_Mlength,n_Flength,Comments,Source
Primates,Cercopithecidae,Olive baboon,Papio anubis,21200,2100,11700,1300,NA,NA,NA,NA,39,35,NA,NA,Also have coefficient of variation,"Phillips_Conroy, J. E. & Jolly, C. J. Sexual dimorphism in two subspecies of Ethiopian baboons (Papio hamadryas) and their hybrids. Am. J. Phys. Anthropol. 56, 115–129 (1981)."
Primates,Cercopithecidae,Yellow baboon,Papio cynocephalus,25800,2900,11900,1410,120,4,97.6,4,20,18,20,18,Used measures for wild-feeding females >=56 months old (average age of menarche) and wild-feeding males >=96 months old (onset of young adulthood and approximate age of first emigration).,"Altmann, J., Schoeller, D., Altmann, S. A., Muruthi, P. & Sapolsky, R. M. Body size and fatness of free_living baboons reflect food availability and activity levels. Am. J. Primatol. 30, 149–161 (1993)."
Primates,Cercopithecidae,Hamadryas baboon,Papio hamadryas,16900,1900,9900,1300,NA,NA,NA,NA,41,39,NA,NA,Also have coefficient of variation,"Phillips_Conroy, J. E. & Jolly, C. J. Sexual dimorphism in two subspecies of Ethiopian baboons (Papio hamadryas) and their hybrids. Am. J. Phys. Anthropol. 56, 115–129 (1981)."
Primates,Cheirogaleidae,Greater dwarf lemur,Cheirogaleus major,575,126.439709,443,62.35382907,NA,NA,NA,NA,3,3,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Cheirogaleidae,Fat-tailed dwarf lemur,Cheirogaleus medius,283,38.36665219,282,40,NA,NA,NA,NA,23,25,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Cheirogaleidae,Gray mouse lemur,Microcebus murinus,90,17.23368794,109,20.78460969,NA,NA,NA,NA,33,27,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Cheirogaleidae,Coquerel's giant mouse lemur,Mirza coquereli,307,18.97366596,302,42,NA,NA,NA,NA,10,9,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Daubentoniidae,Aye-aye,Daubentonia madagascariensis,2758,210.7178208,2573,321.0264787,NA,NA,NA,NA,2,2,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Galagidae,Brown greater galago,Otolemur crassicaudatus,1495,252.9822128,1242,225.5304857,NA,NA,NA,NA,40,44,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Galagidae,Brown greater galago,Otolemur crassicaudatus monteiri,1515,187.8856035,1122,140.7124728,NA,NA,NA,NA,21,22,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Galagidae,Brown greater galago,Otolemur crassicaudatus argentatus,1212,197.90907,1028,122.0491704,NA,NA,NA,NA,17,19,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Galagidae,Brown greater galago,Otolemur crassicaudatus crassicaudatus,1226,177.087549,1125,166.8772004,NA,NA,NA,NA,10,8,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Galagidae,Northern greater galago,Otolemur garnettii,794,93.4,734,81.8,NA,NA,NA,NA,120,134,NA,NA,,"Smith, R. J. & Jungers, W. L. Body mass in comparative primatology. J. Hum. Evol. 32, 523–559 (1997)."
Primates,Galagidae,Northern greater galago,Otolemur garnettii,1212,197.90907,1028,122.0491704,NA,NA,NA,NA,17,19,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Galagidae,Mohol bushbaby,Galago moholi,181,20,155,17.88854382,NA,NA,NA,NA,25,20,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Galagidae,Prince Demidoff's bushbaby,Galagoides demidovii,81,10,69,5.656854249,NA,NA,NA,NA,4,8,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Galagidae,Zanzibar bushbaby,Galagoides zanzibaricus,150,6.4,137,6.1,NA,NA,NA,NA,35,38,NA,NA,,"Smith, R. J. & Jungers, W. L. Body mass in comparative primatology. J. Hum. Evol. 32, 523–559 (1997)."
Primates,Hominidae,Chimpanzee,Pan troglodytes,40900,4600,33400,4700,NA,NA,NA,NA,18,23,NA,NA,,"Smith, R. J. & Jungers, W. L. Body mass in comparative primatology. J. Hum. Evol. 32, 523–559 (1997)."
Primates,Hylobatidae,Lar gibbon,Hylobates lar,5900,860,5340,700,NA,NA,NA,NA,84,66,NA,NA,,"Smith, R. J. & Jungers, W. L. Body mass in comparative primatology. J. Hum. Evol. 32, 523–559 (1997)."
Primates,Hylobatidae,Siamang,Hylobates syndactylus,12800,2500,10500,1700,NA,NA,NA,NA,89,87,NA,NA,,"Smith, R. J. & Jungers, W. L. Body mass in comparative primatology. J. Hum. Evol. 32, 523–559 (1997)."
Primates,Indriidae,Coquerel's sifaka,Propithecus coquereli,3703,379.0092347,3757,505.9644256,NA,NA,NA,NA,8,10,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Indriidae,Golden-crowned sifaka,Propithecus tattersalli,3039,408,3167,608.2104899,NA,NA,NA,NA,4,5,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Indriidae,Verreaux's sifaka,Propithecus verreauxi,3637,385.7978745,3696,478.0460229,NA,NA,NA,NA,10,12,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Indriidae,Verreaux's sifaka,Propithecus verreauxi majori,3376,401.6366517,3389,74.95331881,NA,NA,NA,NA,2,2,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,White-headed lemur,Eulemur albifrons,2390,346.1329224,2281,122.7151172,NA,NA,NA,NA,13,11,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Collared brown lemur,Eulemur collaris,2459,219.9386278,2495,382,NA,NA,NA,NA,13,4,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Blue-eyed black lemur,Eulemur flavifrons,2321,190.5255888,2290,205.7182539,NA,NA,NA,NA,3,5,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Common brown lemur,Eulemur fulvus,2395,286.6007676,2397,315.3601116,NA,NA,NA,NA,60,47,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Common brown lemur,Eulemur fulvus fulvus,2429,308,2550,378,NA,NA,NA,NA,16,9,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Black lemur,Eulemur macaco,2403,292.5457229,2487,250.4396135,NA,NA,NA,NA,23,20,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Black lemur,Eulemur macaco macaco,2415,308.5773809,2552,232.3790008,NA,NA,NA,NA,20,15,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Mongoose lemur,Eulemur mongoz,1682,273.1409892,1658,234.3608329,NA,NA,NA,NA,14,13,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Red-bellied lemur,Eulemur rubriventer,2267,248,2139,232,NA,NA,NA,NA,4,4,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Red lemur,Eulemur rufus,2450,219.9386278,2456,333.9715557,NA,NA,NA,NA,22,17,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Sanford's brown lemur,Eulemur sanfordi,2110,246.0548719,2147,203.3076487,NA,NA,NA,NA,7,6,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Eastern lesser bamboo lemur,Hapalemur griseus griseus,939,139.140217,892,129,NA,NA,NA,NA,10,9,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Ringtailed lemur,Lemur catta,2705,342.928564,2678,284,NA,NA,NA,NA,24,16,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Crowned lemur,Lemur coronatus,1712,265.3299832,1687,248.901587,NA,NA,NA,NA,11,8,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Black-and-white ruffed lemur,Varecia variegata,3471,325.5518392,3512,349.0487072,NA,NA,NA,NA,46,35,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Black-and-white ruffed lemur,Varecia variegata variegata,3414,321.2382294,3548,305.4701295,NA,NA,NA,NA,26,18,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lemuridae,Red ruffed lemur,Varecia rubra,3546,326.4659247,3473,391.6950344,NA,NA,NA,NA,20,17,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lepilemuridae,Milne-Edward's sportive lemur,Lepilemur edwardsi,928,77,934,103,NA,NA,NA,NA,6,6,NA,NA,,"All the World's Primates, contribution by Peter Kappeler"
Primates,Lepilemuridae,Petter's sportive lemur,Lepilemur petteri,633,24,600,78,26,0.9,25.3,2.3,8,2,9,3,Body length = head-and-body length.,"All the World's Primates, contribution by Leanne Nash, Edward Louis Jr."
Primates,Lepilemuridae,Red-tailed sportive lemur,Lepilemur ruficaudatus,781.6,73.99,779.63,102.3,30.66,1.59,30.51,1.34,15,19,15,19,Body length = head-and-body length.,"All the World's Primates, contribution by Roland Hilgartner, Peter Kappeler"
Primates,Lorisidae,Red slender loris,Loris tardigradus malabaricus,192,22.13594362,193,22.627417,NA,NA,NA,NA,10,8,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lorisidae,Sunda slow loris,Nycticebus coucang,1207,202.0494989,1195,236.2519841,NA,NA,NA,NA,14,15,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lorisidae,Pygmy slow loris,Nycticebus pygmaeus,462,44.97777229,376,40.24922359,NA,NA,NA,NA,7,5,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Lorisidae,Potto,Perodicticus potto,948,125.2198067,989,173.9137717,NA,NA,NA,NA,5,6,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Pitheciidae,Black-fronted titi,Callicebus nigrifrons,1300,141.4213562,1175,170.7825128,NA,NA,NA,NA,2,4,NA,NA,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Primates,Tarsiidae,Philippine tarsier,Carlito syrichta,134,9.486832981,117,8.246211251,NA,NA,NA,NA,10,17,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Primates,Tarsiidae,Horsfield's tarsier,Cephalopachus bancanus,128,10.39230485,127,8.660254038,NA,NA,NA,NA,3,3,NA,NA,,"Kappeler, P. M. Patterns of sexual dimorphism in body weight among prosimian primates. Folia Primatol. 57, 132–146 (1991)."
Rodentia,Bathyergidae,Cape dune mole-rat,Bathyergus suillus,800.74,229.94,823.68,401.88,28,4.9,25.27,3.85,11,12,11,12,Calculated from raw data presented.,"Thomas, H. G., Bateman, P. W., Scantlebury, M. & Bennett, N. C. Seasonal effects on digging activity and burrow architecture in the Cape dune mole-rat, Bathyergus suillus (Rodentia: Bathyergidae). African Zool. 47, 332–340 (2012)."
Rodentia,Bathyergidae,Damaraland mole-rat,Cryptomys damarensis,185.5,31.9,132.2,32.61,17.43,1.48,15.91,1.455,11,14,11,14,Length is head-and-body length (tail length listed separately in source).,"Bennett, N. C., Jarvis, J. U. M. & Wallace, D. B. The relative age structure and body masses of complete wild_captured colonies of two social mole_rats, the common mole_rat, Cryptomys hottentotus hottentotus and the Damaraland mole_rat, Cryptomys damarensis. J. Zool. 220, 469–485 (1990)."
Rodentia,Bathyergidae,Common mole-rat,Cryptomys hottentotus hottentotus,56.9,18,54.3,16,11.75,1.04,11.22,1.02,8,5,8,5,Length is head-and-body length (tail length listed separately in source),"Bennett, N. C., Jarvis, J. U. M. & Wallace, D. B. The relative age structure and body masses of complete wild_captured colonies of two social mole_rats, the common mole_rat, Cryptomys hottentotus hottentotus and the Damaraland mole_rat, Cryptomys damarensis. J. Zool. 220, 469–485 (1990)."
Rodentia,Bathyergidae,Giant mole-rat,Cryptomys mechowi,345.3,95.4,252,34,NA,NA,NA,NA,18,15,NA,NA,,"Schulte-Hostedde, A. I. Sexual size dimorphism in rodents. in Rodent Societies: An Ecological and Evolutionary Perspective (eds. Wolff, J. O. & Sherman, P. W.) 115–128 (University of Chicago Press, 2007)."
Rodentia,Bathyergidae,Ansell's mole-rat,Fukomys anselli,72,14,62,8,NA,NA,NA,NA,30,40,NA,NA,,"_klíba, J. et al. A maze-lover’s dream: Burrow architecture, natural history and habitat characteristics of Ansell’s mole-rat (Fukomys anselli). Mamm. Biol. 77, 420–427 (2012)."
Rodentia,Bathyergidae,Micklem's mole-rat,Fukomys micklemi,79,39.73,73.15,14.79,NA,NA,NA,NA,7,13,NA,NA,Adult body masses from a family of mole-rats when they were wild-caught.,"Van Daele, P. A. A. G., Desmet, N., _umbera, R. & Adriaens, D. Work behaviour and biting performance in the cooperative breeding Micklem’s mole-rat Fukomys micklemi (Bathyergidae, Rodentia). Mamm. Biol. 95, 69–76 (2019)."
Rodentia,Bathyergidae,Cape mole-rat,Georychus capensis,149.5,38.4,182.5,54.5,NA,NA,NA,NA,11,29,NA,NA,,"Thomas, H. G., Bateman, P. W., Scantlebury, M. & Bennett, N. C. Season but not sex influences burrow length and complexity in the non-sexually dimorphic solitary Cape mole-rat (Rodentia: Bathyergidae). J. Zool. 288, 214–221 (2012)."
Rodentia,Bathyergidae,Silvery mole-rat,Heliophobius argente-eocinereus,190.1,58.1,162.1,47.2,15.53,1.78,14.88,1.5,74,70,74,70,,"Schulte-Hostedde, A. I. Sexual size dimorphism in rodents. in Rodent Societies: An Ecological and Evolutionary Perspective (eds. Wolff, J. O. & Sherman, P. W.) 115–128 (University of Chicago Press, 2007)."
Rodentia,Capromyidae,Black-tailed hutia,Mesocapromys melanurus,1238.1,160.1,1175.4,140.5,34.81,1.48,33,1.38,27,13,27,14,,"Borroto-Páez, R. & Pérez, A. C. Systematics and comparative biology of the black-tailed hutia (Mesocapromys melanurus). Terr. Mamm. West Indies 10, 90–98 (2012)."
Rodentia,Castoridae,Canadian beaver,Castor canadensis,15360,3490,15010,3160,NA,NA,NA,NA,21,22,NA,NA,Body mass is lean body mass - these were collected from 'adult' (>1yr old) beaver from southern Manitoba 1988-1990.,"Soprovich, D. W. Seasonal patterns of body composition and gut morphology of beaver (Castor canadensis). (University of Manitoba, 1994)."
Rodentia,Caviidae,Greater guinea pig,Cavia magna,475,32,426,42,NA,NA,NA,NA,18,22,NA,NA,"Data from Table 1, used data from the wild population ('Field').","Kraus, C., Trillmich, F. & Künkele, J. Reproduction and growth in a precocial small mammal, Cavia magna. J. Mammal. 86, 763–772 (2005)."
Rodentia,Caviidae,Capybara,Hydrochoerus hydrochaeris,54100,24150,62000,29467.36161,NA,NA,NA,NA,9,6,NA,NA,,"Ferraz, K. M. P. M. de B., Bonach, K. & Verdade, L. M. Relationship between body mass and body length in capybaras (Hydrochoerus hydrochaeris). Biota Neotrop. 5, 197–200 (2005)."
Rodentia,Cricetidae,Azara's akodont,Akodon azarae,32.70454545,9.392177709,31.34375,9.549900776,9.674,1.777,9.165,0.827,44,32,42,32,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Rodentia,Cricetidae,Cursor grass mouse,Akodon cursor,42.45192308,14.08004415,40.24651163,10.68259262,11.437,1.452,11.467,1.51,52,43,52,43,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Rodentia,Cricetidae,Long-haired grass mouse,Akodon longipilis,38.2,5.9,36.9,6.2,10.49,0.7,10.54,0.76,121,87,121,87,,"Schulte-Hostedde, A. I. Sexual size dimorphism in rodents. in Rodent Societies: An Ecological and Evolutionary Perspective (eds. Wolff, J. O. & Sherman, P. W.) 115–128 (University of Chicago Press, 2007)."
